,entry,title,subtitle,author,genre,mode,location,publisher,year,format,libretto,translation
83,"AFRONIA RIPENTITA, ovvero, le Feste di Napoli sturbate. Tragedia. in Carpi, appr. Girolamo Vaschetti. 1617 in 4 — Poesia di Giulio Cammillo Cavallini, di Carpi, con li Cori di Eugenio suo Figliuolo.","Afronia Ripentita,",", Le Feste Di Napoli Sturbate",Giulio Cammillo Cavallini,Tragedia,,Carpi,Girolamo Vaschetti,1617,4,False,False
84,"AGAMENNONE. Tragedia di Seneca tradotta in versi sciolti. — in Venezia, appr. Marco Ginammi, 1622 in 8 — Poesia di Ettore Nini, Accademico Filomato, Sanese.",Agamennone,,Ettore Nini,Tragedia,verse,Venezia,Marco Ginammi,1622,8,False,True
85,"AGAMENNONE. Tragedia di Seneca tradotta in versi sciolti. — in Venezia, appr. Giambatista, e Marchiò Sessa Fratelli. 1560. in 12. con altre nove del medesimo Traduttore. — Poesia di Lodovico Dolce, Veneziano.",Agamennone,,Lodovico Dolce,Tragedia,verse,Venezia,Giambatista,1560,12,False,True
86,"AGAMENNONE. Tragedia di Seneca tradotta dal Latino in Italiano. — Colonia, per l'Ilden. 1708 in 4 — di Giorgio Roppacini.",Agamennone,,Giorgio Roppacini.,Tragedia,,Italiano,l'Ilden,1708,4,False,True
87,"AGAMENNONE. Tragedia tradotta dal Francese in prosa. — in Bologna, per il Longhi. 1719 in 12 — del Co. Antonio Zaniboni, Bolognese.",Agamennone,,,Tragedia tradotta,prose,Bologna,Longhi,1719,12,False,True
88,"AGAR. Oratorio. — in Bologna, nella Stamperia Camerale. 1689 in 8 — Poesia di Gregorio Malisardi.",Agar,,Gregorio Malisardi.,Oratorio,,Bologna,Camerale,1689,8,False,False
89,"AGATA. Dramma Musicale, — Poesia di Carlo Mancini di Catania.",Agata,,Carlo Mancini di Catania.,"Dramma Musicale,",,,,,,False,False
90,"AGATA (S.) Oratorio cantato nell'Augustissima Cappella della S. C. R. M. dell'Imperadrice Eleonora l’ anno 1678 — in Vienna d'Austria, per il Cosmerovio, 1678 in 4 — Poesia del P. Luigi Ficieni.",Agata (S,,Luigi Ficieni.,R,,Vienna,Cosmerovio,1678,4,False,False
91,"AGATA (S.) Tragedia Sacra (in prosa). — in Catania, appr. Vincenzo Petronio. 1663 in 8 — di Giuseppe Squillacci, di Catania.",Agata (S,,Giuseppe Squillacci,Unknown,prose,Catania,Vincenzo Petronio,1663,8,False,False
92,"AGATA (S.) Tragedia Sacra, posta in luce da Martino la Farina. — in Palermo, per Giambatista Maringo, 1663 in 12 — Poesia del P. Ortensio Scamacca, Siciliano, della Compagnia di Gesù.",Agata (S,,Ortensio Scamacca,Unknown,,Palermo,Giambatista Maringo,1663,12,False,False
93,"AGATA (S.) Tragedia Sacra. — in Palermo, per il Bisagni, 1664 in 12 — Poesia di Lionardo Omodei, nell'Accademia di Palermo detto lo Avvivato.",Agata (S,,Lionardo Omodei,Unknown,,Palermo,Bisagni,1664,12,False,False
94,"AGATA COSTANTE. Tragedia. — in Viterbo, per Bernardino Diotallevi. 1602 in 12 — Poesia di Fr. Bernardino Turamini, Minor Osserv.",Agata Costante,,Fr. Bernardino Turamini,Tragedia,,Viterbo,Bernardino Diotallevi,1602,12,False,False
95,"AGATA COSTANTE. Rappresentazione. — Viterbo, per il Discepolo. 1630 in 12 — di Fr. Bernardino Turamini Min. Osserv.",Agata Costante,,Fr. Bernardino Turamini Min. Osserv.,Rappresentazione,,,Discepolo,1630,12,False,False
96,"AGATA COSTANTE (S.) Tragica Rappresentazione posta in Atto scenico (in prosa). — in Firenze, nella Stamperia del Sermartelli. 1640 in 12 — di D. Michiel Angiole Fantini, da Colle di Val d'Ella.",Agata Costante (S,,Michiel Angiole Fantini,Unknown,prose,Atto,Sermartelli,1640,12,False,False
97,"AGATA MARTIRIZZATA. Rappresentazione. — in Napoli, per Giambatista Sottile. 1608 in 8 — ed ivi, per Eustazio Nucci. 1617 in 12 — Poesia di Girolamo Chisella.",Agata Martirizzata,,Girolamo Chisella.,Rappresentazione,,Napoli,Giambatista Sottile,1608,8,False,False
98,"AGESILAO. Tragedia, tradotta dal Francese di Pietro Cornelio (in prosa). in Bologna, per il Longhi. senz'anno. in 12 — d'Incerto.",Agesilao,,Unknown,"Tragedia, tradotta",prose,Bologna,Longhi,Unknown,12,False,True
99,AGESILAO. Tragedia tradotta da Giuseppe Baretti. — Venez. per il Bertella. 1747 in 4 con altre Tragedie. — di Pietro Cornelio.,Agesilao,,Pietro Cornelio.,Tragedia tradotta,,,Bertella,1747,4,False,True
100,"AGIDE RE DI SPARTA. Dramma rappresentato l'anno 1725. in Venezia nel Teatro di S. Mosè. — in Ven. appresso Marino Rossetti. 1725. in 12 — Poesia di Luisa Bergalli, Veneziana, tra gli Arcadi, Irminda Partenide. — Musica di Giovanni Porta, Veneziano.",Agide Re Di Sparta,,Luisa Bergalli,Dramma,,Venezia,Marino Rossetti,1725,12,True,False
101,"AGLAE. Tragedia Sacra. — in Firenz. nella Stamperia di Pietro Nesti. 1655 in 4 — Poesia di Girolamo Bartolommei, già Smeducci.",Aglae,,Girolamo Bartolommei,Tragedia Sacra,,Firenz,di Pietro Nesti,1655,4,False,False
102,"AGNELLA. Commedia (in prosa) recitata in Asola nella venuta del Duca di Nemours, del Duca di Buillon, ed altri Francesi. — Trevigi. 1558 in 8 — ed in Venez. appresso Alde 1585 in 8 — di Carlo Turco, Asolano.",Agnella,,Carlo Turco,Commedia,prose,Asola,Alde 1585 in 8 — di Carlo Turco,1558,8,False,False
103,"AGNESA (S.) Rappresentazione Sacra. in Firenze, per Michiel—Agnolo di Bartolommeo Sermartelli. 1591 in 8, ed in Serravalle di Venezia, per Matteo Claseri. 1606 in 12 — Poesia di Fr. Gio. Angiolo Lottini, dell'Ordine de' Servi di Maria.",Agnesa (S,,Fr. Gio. Angiolo Lottini,"in Firenze,",,Firenze,Michiel—Agnolo di Bartolommeo Sermartelli,1591,8,False,False
104,"AGNESA (S.) Tragedia. — in Catania. 1673 in 8 — Poesia di Carlo Mancini, di Catania.",Agnesa (S,,Carlo Mancini,Unknown,,Catania,,1673,8,False,False
105,"AGNESA DI FAENZA. Commedia in versi. — Verona, per il Vallarsi, 1743 in 8 — di Giulio Cesare Beccelli Veronese.",Agnesa Di Faenza,,Giulio Cesare Beccelli Veronese.,Commedia in,verse,,Vallarsi,1743,8,False,False
106,"AGNESE. Tragedia Sacra, — in Palermo, appresso Niccolò Bua, e Michele Portanova. 1646 in 12 — Poesia di Fr. Cherubino Bello, Siciliano, di Terranova.",Agnese,,Fr. Cherubino Bello,Unknown,,Palermo,Niccolò Bua,1646,12,False,False
107,"AGNESE TRIONFANTE. Tragicommedia Spirituale (in prosa) — in Macerata, per Agostino Grisei. 1640. in 12 — del M. R. P. Vagnozzo Pica, Preposto della Venerab. Congregazione dell'Oratorio della Città di Ripatransona.",Agnese Trionfante,,,Tragicommedia Spirituale,prose,Macerata,Agostino Grisei,1640,12,False,False
108,"AGNESE VERGINE, E MARTIRE. Rappresentazione. — in Siena, alla Loggia del Papa in 4 — Poesia d'incerto Autore.","Agnese Vergine, E Martire",,Unknown,Rappresentazione,,Siena,,,4,False,False
109,"AGNESE VERGINE, E MARTIRE. Rappresentazione. — in Firenze, 1558 in 4 — ed in Treviso, per Francesco Righettini. 1662 in 12 — Poesia d'incerto Autore.","Agnese Vergine, E Martire",,Unknown,Rappresentazione,,Firenze,Francesco Righettini,1558,4,False,False
110,"AGNÉSE VERGINE ROMANA. Tragedia Sacra. — in Terni, per Toinmaso Guerrieri. 1626 in 12 — Poesia di Aurelio Amigazzi, Bergamasco.",Agnése Vergine Romana,,Aurelio Amigazzi,Tragedia Sacra,,Terni,Toinmaso Guerrieri,1626,12,False,False
111,"AGNESE VINCITRICE DELL'ETÀ, DELLA NATURA, E DE' TIRANNI. Tragedia scenica, — in Viterbo, per il Discepolo. 1629 in 12 — Poesia di Fr. Bernardino Turamini Min. Oss.","Agnese Vincitrice Dell'Età, Della Natura, E De' Tiranni",,Fr. Bernardino Turamini Min. Oss.,Unknown,,Viterbo,Discepolo,1629,12,False,False
112,"AGNESE. Rappresentazione Tragica (in prosa, e in cinque Atti) in Venezia, appresso Giambatista Bonfadino, 1612 in 8 — di Giacomo Donati, di Lucca.",Agnese,,Giacomo Donati,Rappresentazione Tragica,prose,Venezia,Giambatista Bonfadino,1612,8,False,False
113,"AGNESE, S. Tragedia Spirituale. — in Milano. 1653 in 8 — Poesia di Fr. Benedetto Cinquanta, Min. Osservante, fra gli Accademici Pacifici detto il Selvaggio.","Agnese, S",,Fr. Benedetto Cinquanta,Unknown,,Milano,,1653,8,False,False
114,"AGNIZIA. Commedia Rusticale (in terza rima). — in Siena. 1545 in 8 — Poesia dello Strafalcione, cioè, Ascanio Cacciaconti della Congrega de’ Rozzi di Siena.",Agnizia,,lo Strafalcione,Commedia Rusticale,,Siena,,1545,8,False,False
115,"AGNOLINA. Rappresentazione — Foligno, per l'Altieri, 1629 in 12 — di Francesco Cirocchi.",Agnolina,,Francesco Cirocchi.,Rappresentazione —,,,l'Altieri,1629,12,False,False
116,"AGNOLO EBREO. Rappresentazione di Agnolo Ebreo, il quale si battezzò per miracolo di Nostra Donna (in ottava Rima) — in Siena, alla Loggia dal Papa, senz'anno, in 4 — ed in Firenze l'anno di Nostro Signore 1554. del Mese di Apr. in 4 — Poesia d'incerto Autore.",Agnolo Ebreo,,Unknown,Rappresentazione,verse,Siena,miracolo di Nostra Donna (in ottava Rima) — in Siena,Unknown,4,False,False
117,"AGNOLO RAFFAELLO, E TOBIA. Rappresentazione — in Siena alla Loggia del Papa, senz'anno in 4 — d'incerto Autore.","Agnolo Raffaello, E Tobia",,Unknown,Unknown,,Siena,,Unknown,4,False,False
118,"AGNOTISIA, ovvero, la Pura Vittima. Rappresentazione della Passione di Nostro Signore. — in Venezia, per Alessandro Polo. 1620. in 12 — Poesia di Giuseppe Mozzagrugno, Gentiluomo di Lucera in Puglia, originario di Lanciano, Canonico Regolare del Salvatore, ed Abate. Il Zoppi lo chiama Mazzagrugno.","Agnotisia,",", La Pura Vittima",Giuseppe Mozzagrugno,Rappresentazione della,,Venezia,Alessandro Polo,1620,12,False,False
119,"AGONIA DEL GLORIOSO S. GIUSEPPE. Oratorio a tre voci. — in Venezia, per Andrea Poletti, 1710. in 8 — Poesia di Lione Alberici, di Orvieto.",Agonia Del Glorioso S,,Lione Alberici,Oratorio a,,Venezia,Andrea Poletti,1710,8,False,False
120,"AGOSTINO. Oratorio per Musica, — in Mantova, nella Stamperia Ducale. 1692 in 8 — Poesia d'incerto Autore.",Agostino,,Unknown,Unknown,,Mantova,Ducale,1692,8,False,False
121,"AGOSTINO BATTEZZATO (S.) Rappresentazione Sacra. — in Venezia, per Barezzo Barezzi, 1629 in 8 — Poesia di Paolino Fiamma, Crocifero.",Agostino Battezzato (S,,Paolino Fiamma,Unknown,,Venezia,Barezzo Barezzi,1629,8,False,False
122,"A GRAN DANNO, GRAN RIMEDIO. Commedia in prosa tradotta dallo Spagnuolo. — senza luogo, Stampatore, e anno in 12 — di Francesco Manzani.","A Gran Danno, Gran Rimedio",,Francesco Manzani.,Commedia in,prose,Unknown,Unknown,,12,False,True
123,"AGRIPPA. Opera tradotta dall'Idioma Francese, e accomodata per le Scene all'uso d'Italia (in prosa) — in Bologna, nella Stamperia del Longhi, 1699 in 12 — d'Incerto.",Agrippa,,Unknown,Opera tradotta,prose,Bologna,Longhi,1699,12,False,True
124,"AGRIPPA RICONOSCIUTO. Tragedia tradotta dal Francese, — Ven. per il Fenzo, 1745 in 12 — d'Incerto.",Agrippa Riconosciuto,,Unknown,Tragedia tradotta,,,Fenzo,1745,12,False,True
125,"AGRIPPINA. Dramma recitato l'anno 1709. in Venezia, nel Teatro di S. Gio. Grisostomo. — in Venezia, appresso Marino Rossetti. 1709 in 12 — Poesia di Vincenzio Grimani, Patrizio Veneto, poi Cardinale di Santa Chiesa, e Vicerè di Napoli. — Musica di Giorgio Federigo Hendel, Tedesco.",Agrippina,,Vincenzio Grimani,Dramma,,Venezia,Marino Rossetti,1709,12,True,False
126,"AGRIPPINA IN BAJA. Scherzo Drammatico per Musica. — in Ferrara, per il Pomatelli. 1687 in 12 — Poesia del Dott. Giuseppe Contri.",Agrippina In Baja,,Giuseppe Contri.,Scherzo Drammatico,,Ferrara,Pomatelli,1687,12,False,False
127,"AGRIPPINA MINORE. Dramma. — in Verona, per Domenico Rossi. 1673. in 12 — Poesia di D. Carlo Marchesini, fra Timidi il Fugace.",Agrippina Minore,,Carlo Marchesini,Dramma,,Verona,Domenico Rossi,1673,12,False,False
128,"AJACE. Dramma per Musica. — in Milano, nella Stamperia di Carlo Federigo Gagliardi. 1694 in 8 — Poesia d'incerto Autore.",Ajace,,Unknown,Dramma,,Milano,di Carlo Federigo Gagliardi,1694,8,False,False
129,"AJACE FLACELLIFERO. Tragedia di Sofocle tradotta in volgare. — in Venezia, per Lucio Spineda, 1603 in 8 — Poesia di Girolamo Giustiniani, Genovese.",Ajace Flacellifero,,Girolamo Giustiniani,Tragedia,,volgare,Lucio Spineda,1603,8,False,True
130,"ALARICO RE DE' GOTI. Dramma recitato in Ferrara l'anno 1685. nel Teatro Bonacossi. — in Bologna, per Gioseffo Longhi. 1685 in 12 — Poesia d'incerto Autore. — Musica di Giambatista Bassani, Padovano. — Replicato l'anno stesso nel Teatro pubblico di Belogna. — Musica del detto Bassani. ed in Bologna l'anno 1716, nel Teatro Formagliari. — Musica del suddetto Bassani, — e di nuovo in Ferrara l'anno 1686 — in Bologna, per il Longhi. 1686 in 12 —",Alarico Re De' Goti,,Unknown,Dramma,,Ferrara,Longhi,1685,12,True,False
131,"ALARICO IN ROMA. Dramma recitato in Padova l'anno 1680. in Padova, per il Pasquati, 1680. in 12 — Poesia di Bartolommeo Groppi.",Alarico In Roma,,Bartolommeo Groppi.,Dramma,,Padova,Pasquati,1680,12,False,False
132,"ALARICO. Drama rappresentato nel Teatro Obizzi di Padova l'anno 1709 in Padova, senza Stampatore, 1709 in 12 — Poesia d'Incerto.",Alarico,,Unknown,Drama rappresentato,,Padova,Unknown,1709,12,False,False
133,"ALBA CORNELIA. Dramma rappresentato nella Cesarea Corte, per comando Augustissimo nel Carnevale dell'anno 1714 — in Vienna, per gli Eredi Cosmeroviani. 1714 in 8— Poesia di Silvio Stampiglia, Romano. — Musica di Francesco Conti.",Alba Cornelia,,Silvio Stampiglia,Unknown,,Vienna,Eredi Cosmeroviani,1714,8,True,False
134,"ALBA SOGGIOGATA DA ROMANI. Dramma per Musica rappresentato anno 1695. nel Teatro Malvezzi di Bologna, — in Reggio, per il Vedrotti, 1695 in 12 — Poesia d'incerto Autore.",Alba Soggiogata Da Romani,,Unknown,Dramma,,Reggio,Vedrotti,1695,12,False,False
135,"ALBESINDA. Tragedia, — in Venezia, presso Cristoforo Tommasini. 1623. in 4 — Poesia di Bernardino Campelli, di Spoleti.",Albesinda,,Bernardino Campelli,Unknown,,Venezia,Cristoforo Tommasini,1623,4,False,False
136,"ALBIDO. Favola Pastorale, — in Roma, per Giacomo Mascardi, 1624 in 12 — ed ivi, per Lodovico Grighani, 1646. in 8 — Poesia d'Ivo Gattula, Professore Primario di Legge nello Studio di Roma.",Albido,,,Unknown,,Roma,Giacomo Mascardi,1624,12,False,False
137,"ALEIRA. Tragedia Politico—Morale. — in Catania, appresso il Bisagni. 1584 in 4 — di Francesco Morabito, di Catania.",Aleira,,Francesco Morabito,Tragedia Politico—Morale,,Catania,il Bisagni,1584,4,False,False
138,"ALBOINO. Dramma per Musica rappresentato nella Ces. R. Corte nel Carnevale dell'anno 1707 — in Vienna, appresso gli Eredi Cosmeroviani, 1707 in 8 — Poesia d'Incerto Autore. — Musica di Marc'Antonio Ziani, Veneziano, Maestro di Cappella di S. M. Ces.",Alboino,,Unknown,Dramma,,Vienna,gli Eredi Cosmeroviani,1707,8,True,False
139,"ALBOINO IN ITALIA. Dramma recitato in Venezia l'anno 1691, nel Teatro de' SS. Gio. e Paolo. — in Venezia, per il Niccolini, 1691. in 12 — Poesia di Giulio Cesare Corradi, Parmigiano. — Musica di Giuseppe Felice Tosi, Bolognese, e di Carlo Francesco Pollarolo, Bresciano.",Alboino In Italia,,Giulio Cesare Corradi,Dramma,,Venezia,Francesco Niccolini,1691,12,True,False
140,"ALBOINO. Tragedia (in versi). in Roma, per il Falco. 1620 in 8 — di Lodovico Casali, Romano.",Alboino,,Lodovico Casali,Tragedia,verse,Roma,Falco,1620,8,False,False
141,"ALBUMAZAR. Dramma recitato in Venezia l'anno 1727. nel Teatro di S. Salvatore, — in Ven. per Marino Rossetti. 1727 m 12 — Poesia di Giuseppe Maria Buini, Bolognese, o per lo meno gli fu attribuita, Musica dello stesso. — Replicato l'anno stesso nel Teatro Formagliari di Bologna, Musica del medesimo Buini.",Albumazar,,Giuseppe Maria Buini,Dramma,,Venezia,Marino Rossetti,1727,,False,False
142,"ALCEO. Favola Pescatoria recitata in Nettuno nel Castello de Signori Colonnesi, posta alle Stampe la prima volta, — e dedicata agl'Illustri Fratelli il Sig. Girolamo, ed il Sig. Michele Ruis, con Lettera in data di Roma 25 Agosto 1581 — 1582 in Venezia, per Francesco Ziletti in 8. Sono premessi alla Favola alcuni Componimenti in lode dell'Autore. 1587 in Ferrara, ad istanza di Alsonso Carassa, in 12. Nel fine si leggono queste parole. in Ferrara, per Giulio Cesare Cagnaccini, e Fratelli MDIXXXVII. — 1587 in Venez. per li Zoppini. in 12 — 1592 ivi, per Giambattista Bonfadino. in 12 — 1599 ivi, per il detto. in 12 — 1603 ivi, per Nicolò Tebaldini. in 12 — 1605 ivi, per Giambatista Bonfadino. in 12 — 1606 in Messina, nella Stamperia di Pietro Brea, e Lorenzo Valle. in 12 — 1606 in Venez. per Francesco Ciotti, in 12 — 1613 ivi, per Pietro Bertano, in 12 — 1614 in Ferrara, per Vittorio Baldini. in 4. Dedicata dallo Stampatore al Sig. Cardinal Serra. E mancante del Prologo, e di tutti li Cori dell'Autore, e in molti luoghi alterata. Intorno a questa si veda ciò, che è detto nella Edizione di Padova dell'anno 1722. a c. 87. Alla detta mancanza suppliscono gl'Intermedii del Cavalier Batista Guarini — 1617 in Venezia, per Domenico Imberti. in 12 — 1621 ivi per Gherardo Imberti, in 12. Edizione scorrettissima. — 1722 in Padova, per Giuseppe Comino. in 8. Edizione correttissima, in cui per la prima volta si sono numerati i Versi. E unita all'Aminta del Tasso. — Poesia di Antonio Ongaro, Padovano. — Le due Edizioni segnate, quali non si vedono registrate nella Edizione di Padova, provano, che troppo leggermente sia stato detto, sopra la fede dell'Allacci solito errare, che sei volte l'Alceo sia stato stampato in Venezia, prima di quella di Ferrara, giacchè, annoverandosi le due contrassegnate verrebbero ad essere otto. Non può ad ogni modo incolparsi Allacci, il quale non ha già detto con impegno, che sei volte fosse stampato in Venezia, ma ha solamente accennate le sei, che aveva vedute quando scriveva, o gli erano state indicate da quelli, che gli addrizzavano le notizie. — Nella Edizione dell'anno 1614 si dice, che la Favola fu fatta recitare in Ferrara dall'Illustriss. Sign. Enzo Bentivogli, “ ma non fu recitata altrimenti, come attesta lo Stampatore nella lettera a' Lettori, e ciò per vari accidenti. fu bensì, in vece dell'Alceo, fatta recitare, e stampare da Enzo Bentivogli suddetto l'Idalba Tragedia con gl'Intramezzi promessi nel frontispizio dell'Alceo, da quali però in più d'un luogo sono differenti quelli, che si leggono nella riferita Edizione di Ferrara. Ediz. dell'Alceo del Comino a c. 87. — Sopra gl'Intermedi dall'Alceo, Favola Pastorale dell’Ongaro, oltre all'essere stati descritti, e dichiarati dall'Arsiccio Accademico Ricreduto, cioè Ottavio Magnanini Ferrarese, stese vari discorsi lo stesso Arsiccio, ed il tutto insieme con la Favola fu ristampato in Ferrara dal Baldini 1614 in 4. Nel frontispizio di questa Edizione si dice, i mentovati Intermedi essere del Cav. Batista Guarini, e ciò consente anche il dottissimo Monsignor Fontanini Am. Dif. pag. 146, contuttociò il Magnanini li dichiara per suoi nella lettera posta avanti alle sue Lezioni Accademiche sopra gli Occhi, facc. 4. e noi li giudichiamo tali, perchè nè egli era Uomo da appropriarsi le altrui fatiche, nè lo stile di essi Intermedi è punto conforme a quello del Guarini, e di questo parere è anche l'eruditissimo Malatesta Strinati, che insieme con Noi l'ha esattamente considerato. Ma perchè tale ristampa fu fatta dopo la morte del Guarini, stimiamo, che per maggior credito dell'Opera fossero lasciati correre gl'Intermedi sotto nome di quello, e anche per qualificar le fatiche, che intorno ad essi aveva fatto il Magnanini, descrivendogli, e dichiarandogli, e facendovi sopra anche alcuni Discorsi, come dalla detta ristampa si ri conosce, e non parere, che d'una sua propria cosa egli avesse voluto fare cotanta pompa. In propoosito di questi Intermedi, il Conte Fulvio Testi, in una lettera scritta al Conte Ottavio Tiene, si fece beffa della locuzione usata dallo Arsiccio suddetto nelle dichiarazioni di essi, e il Magnanini risposegli sotto nome di Alfonso Ferrarini, detto il Piazzaruolo, Fabbro di Quartesana, ed ambedue tali Scritture di carattere dello stesso Magnanini si conservano in Ferrara, presso il Dott. Giuseppe Lanzoni, &c. Crescimb. Stor. della Volg. Poes. a c. 465. della Ediz di Ven. 1730 — Dallo stessa Crescimbeni è lodata in molti luoghi la Favola dell'Alceo, e da parecchi altri ancora grandi uomini passati a miglior vita negli anni scorsi, come sarebbe a dire Monsign. Giusto Fontanini nel suo Aminta difeso, il Dott. Vincenzo Gravina nella sua Ragion Poetita, &c. e come si vede da Componimenti poetici premessi alla Favola stessa. A me pare nulladimeno, che, riferendo il luogo, in cui dal Gravina si loda l'Alceo, non averebbe dovuto il Sig. Crescimbeni mutilarlo come fece. E dice così: Che diremo per altro di quell'affettata, e puerile invenzione dell'Ecco troppo liberamente da lui (Batista Guarini) usata, e dall'Ongaro nel suo Alceo, Favola Marittima? la quale per altro conserva gran parte della convenevole simplicità. Rag. Poet. lib. 2. §. 22. c. 112. della Ediz. di Venezia 1731 in 4.",Alceo,,Antonio Ongaro,Favola Pescatoria,verse,Nettuno,detto,1582,8,False,False
